Co_Ref,Contact_ID,Call_Date,Direction,cc_business_struggles_financial_hardship,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_issues_score,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_complained,Analysed_Call
UL8201,594703000000.0,2025-01-23,IN_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
GU1796,688704000000.0,2025-11-28,IN_BOUND,No,Yes,Dissatisfied,80,No,No,Yes,1
CU7383,679627000000.0,2025-08-01,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
CP3301,679458000000.0,2025-07-31,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
WL4087,689199000000.0,2025-12-04,IN_BOUND,No,Yes,Neutral,60,No,No,Yes,1
VU9662,681068000000.0,2025-08-22,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
NM3607,593390000000.0,2025-01-02,IN_BOUND,No,No,Neutral,75,No,No,Yes,1
YN4918,589929000000.0,2024-11-06,OUT_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
MF8567,685446000000.0,2025-10-20,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
XQ4067,685124000000.0,2025-10-15,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
PT7244,594136000000.0,2025-01-14,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
WL4087,689009000000.0,2025-12-03,IN_BOUND,No,Yes,Dissatisfied,70,No,No,Yes,1
GI2737,676468000000.0,2025-06-19,IN_BOUND,Yes,No,Satisfied,90,No,No,Yes,1
HA1739,688242000000.0,2025-11-21,IN_BOUND,No,Yes,Neutral,70,No,No,Yes,1
CG9631,625224000000.0,2025-05-02,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
VU9662,650532000000.0,2025-05-22,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
VU9662,689718000000.0,2025-12-11,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
QR1178,688014000000.0,2025-11-19,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
AF9511,591370000000.0,2024-11-28,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
YB5013,590915000000.0,2024-11-21,IN_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
KV6230,592600000000.0,2024-12-17,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
FH2268,624670000000.0,2025-04-24,OUT_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
EB4211,565434000000.0,2024-10-29,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
UR3552,590438000000.0,2024-11-13,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
EQ5861,623305000000.0,2025-04-04,IN_BOUND,No,Yes,Satisfied,90,No,No,Yes,1
HU2880,687861000000.0,2025-11-18,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
LI9089,622846000000.0,2025-03-28,IN_BOUND,No,Yes,Neutral,50,No,No,Yes,1
IO8303,590914000000.0,2024-11-20,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
KI2165,651142000000.0,2025-06-02,OUT_BOUND,No,No,Neutral,80,No,No,Yes,1
HK3578,591634000000.0,2024-12-04,IN_BOUND,No,Yes,Dissatisfied,70,No,No,Yes,1
XC1673,676944000000.0,2025-06-27,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
HQ9391,684085000000.0,2025-10-02,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
IA1876,624188000000.0,2025-04-16,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
XS8402,590439000000.0,2024-11-14,IN_BOUND,No,Yes,Satisfied,90,No,No,Yes,1
PG4284,682829000000.0,2025-09-16,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
TX7647,590438000000.0,2024-11-13,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
GJ7430,596042000000.0,2025-02-13,IN_BOUND,No,No,Neutral,40,No,No,Yes,1
ZL1411,565228000000.0,2024-10-24,OUT_BOUND,No,Yes,Neutral,70,No,No,Yes,1
JV4060,565090000000.0,2024-10-22,IN_BOUND,No,No,Neutral,80,Yes,No,Yes,1
OT0559,626068000000.0,2025-05-16,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
YA7051,565433000000.0,2024-10-28,IN_BOUND,No,No,Neutral,80,No,Yes,Yes,1
DY1029,591234000000.0,2024-11-25,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
CW9371,626393000000.0,2025-05-21,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
PR7906,592748000000.0,2024-12-20,IN_BOUND,No,No,Dissatisfied,40,No,Yes,Yes,1
KP4849,622409000000.0,2025-03-21,OUT_BOUND,No,No,Satisfied,90,No,No,Yes,1
ZM0515,592898000000.0,2024-12-23,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
HT7744,682340000000.0,2025-09-09,IN_BOUND,No,No,Satisfied,80,Yes,No,Yes,1
LK0989,677794000000.0,2025-07-07,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
BC3197,652190000000.0,2025-06-16,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
GN8794,686278000000.0,2025-10-30,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
HU0240,687684000000.0,2025-11-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
OY4909,589929000000.0,2024-11-06,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
VX8081,592449000000.0,2024-12-16,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
EI0653,565433000000.0,2024-10-28,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
DW9987,621824000000.0,2025-03-12,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
EX9712,564895000000.0,2024-10-21,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
PY3888,625224000000.0,2025-05-02,IN_BOUND,No,Yes,Satisfied,90,No,No,Yes,1
AZ2743,680940000000.0,2025-08-20,IN_BOUND,No,No,Neutral,60,Yes,No,Yes,1
PR2683,679628000000.0,2025-08-04,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
VG1755,691674000000.0,2026-01-07,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
JW4001,650976000000.0,2025-05-29,IN_BOUND,No,Yes,Neutral,60,Yes,No,Yes,1
EX5897,594581000000.0,2025-01-21,IN_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
FR4870,650977000000.0,2025-05-30,IN_BOUND,No,No,Satisfied,60,No,No,Yes,1
RG4829,623026000000.0,2025-03-31,IN_BOUND,No,Yes,Dissatisfied,10,Yes,Yes,Yes,1
WM1735,564375000000.0,2024-10-10,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
JM9216,679014000000.0,2025-07-24,IN_BOUND,Yes,Yes,Dissatisfied,40,No,No,Yes,1
HJ5058,593391000000.0,2025-01-03,IN_BOUND,Yes,No,Dissatisfied,30,Yes,No,Yes,1
LR8575,683926000000.0,2025-10-01,IN_BOUND,No,No,Dissatisfied,50,Yes,No,Yes,1
BX2524,592449000000.0,2024-12-16,OUT_BOUND,No,Yes,Dissatisfied,30,No,No,Yes,1
PO4818,538683000000.0,2024-09-12,IN_BOUND,No,Yes,Dissatisfied,40,No,Yes,Yes,1
FS9315,689923000000.0,2025-12-12,IN_BOUND,No,No,Dissatisfied,80,No,No,Yes,1
EV0978,596926000000.0,2025-02-27,IN_BOUND,No,Yes,Dissatisfied,0,No,No,Yes,1
FT3856,687553000000.0,2025-11-14,IN_BOUND,Yes,No,Dissatisfied,20,Yes,No,Yes,1
DB9846,592072000000.0,2024-12-10,IN_BOUND,No,Yes,Dissatisfied,40,Yes,Yes,Yes,1
AZ3735,591754000000.0,2024-12-04,IN_BOUND,Yes,Yes,Dissatisfied,20,Yes,No,Yes,1
LG3290,596925000000.0,2025-02-27,IN_BOUND,No,No,Dissatisfied,60,Yes,No,Yes,1
NL1695,564375000000.0,2024-10-10,IN_BOUND,No,No,Dissatisfied,20,Yes,No,Yes,1
KO1391,621825000000.0,2025-03-12,IN_BOUND,Yes,Yes,Dissatisfied,40,No,No,Yes,1
WA0158,565090000000.0,2024-10-22,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
CT2804,691675000000.0,2026-01-07,IN_BOUND,No,No,Satisfied,95,No,No,Yes,1
CX9693,687553000000.0,2025-11-14,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
DI7983,590914000000.0,2024-11-20,OUT_BOUND,No,No,Neutral,50,No,No,Yes,1
PG1520,565229000000.0,2024-10-25,OUT_BOUND,No,No,Dissatisfied,Not Discussed,No,No,Yes,1
ZW9065,685240000000.0,2025-10-16,OUT_BOUND,No,No,Neutral,80,No,No,Yes,1
OJ2436,685920000000.0,2025-10-27,IN_BOUND,Yes,No,Satisfied,80,No,No,Yes,1
YL1064,624978000000.0,2025-04-29,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
HM9250,591370000000.0,2024-11-28,OUT_BOUND,No,No,Neutral,60,No,No,Yes,1
UK5573,595127000000.0,2025-01-31,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
JG0746,594294000000.0,2025-01-17,IN_BOUND,No,Yes,Satisfied,80,No,No,Yes,1
BC7177,589928000000.0,2024-11-05,OUT_BOUND,No,No,Neutral,80,No,No,Yes,1
LJ4730,595604000000.0,2025-02-07,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
WA6721,593696000000.0,2025-01-07,IN_BOUND,No,Yes,Satisfied,40,No,No,Yes,1
GF3909,651878000000.0,2025-06-12,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
FM5372,688705000000.0,2025-11-28,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
RP6966,650976000000.0,2025-05-29,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
GE1738,593391000000.0,2025-01-03,IN_BOUND,No,No,Neutral,80,Yes,No,Yes,1
CF5453,681917000000.0,2025-09-03,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
QA6584,651407000000.0,2025-06-05,IN_BOUND,Yes,No,Satisfied,90,No,No,Yes,1
XF8241,596363000000.0,2025-02-19,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
SR2274,685920000000.0,2025-10-27,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
KG2672,687553000000.0,2025-11-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
CP1365,689923000000.0,2025-12-12,OUT_BOUND,No,No,Dissatisfied,Not Discussed,No,No,Yes,1
GR9902,621700000000.0,2025-03-11,IN_BOUND,No,No,Neutral,80,Yes,No,Yes,1
OJ4198,686119000000.0,2025-10-28,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
OL0151,683926000000.0,2025-10-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
MC8338,689553000000.0,2025-12-09,IN_BOUND,No,No,Neutral,60,Yes,No,Yes,1
IZ3059,685920000000.0,2025-10-27,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
QS7817,678204000000.0,2025-07-15,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
SG9408,687352000000.0,2025-11-11,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
DY4097,688015000000.0,2025-11-20,OUT_BOUND,No,No,Dissatisfied,Not Discussed,No,No,Yes,1
XF8241,596779000000.0,2025-02-25,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
TL3991,625224000000.0,2025-05-02,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
NY0602,682150000000.0,2025-09-05,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
PC8135,689923000000.0,2025-12-12,IN_BOUND,No,Yes,Satisfied,90,No,No,Yes,1
RJ1084,688586000000.0,2025-11-26,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
DB3207,684084000000.0,2025-10-02,IN_BOUND,No,No,Dissatisfied,60,Yes,No,Yes,1
DB3207,687553000000.0,2025-11-14,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
QN0821,690297000000.0,2025-12-17,IN_BOUND,No,No,Dissatisfied,80,No,No,Yes,1
ON6382,623025000000.0,2025-03-31,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
TS2221,626393000000.0,2025-05-21,IN_BOUND,No,Yes,Satisfied,80,No,No,Yes,1
UY2725,691479000000.0,2026-01-05,IN_BOUND,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,1
OO6114,688585000000.0,2025-11-26,IN_BOUND,No,No,Satisfied,20,No,No,Yes,1
CT1025,650693000000.0,2025-05-27,IN_BOUND,No,No,Dissatisfied,60,Yes,No,Yes,1
PK3958,650976000000.0,2025-05-29,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
FX1758,686663000000.0,2025-11-03,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
FS4247,685446000000.0,2025-10-20,IN_BOUND,No,Yes,Dissatisfied,60,Yes,Yes,Yes,1
YH9753,592073000000.0,2024-12-11,OUT_BOUND,No,No,Neutral,40,No,No,Yes,1
WI0298,592600000000.0,2024-12-17,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
GG9386,594136000000.0,2025-01-14,IN_BOUND,No,No,Satisfied,90,Yes,No,Yes,1
FE6871,686278000000.0,2025-10-30,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
HK3717,676791000000.0,2025-06-25,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
ZB2836,687158000000.0,2025-11-10,IN_BOUND,No,No,Dissatisfied,50,Yes,No,Yes,1
BV6045,681917000000.0,2025-09-03,IN_BOUND,Yes,No,Dissatisfied,40,Yes,No,Yes,1
QR4114,689554000000.0,2025-12-10,IN_BOUND,Yes,No,Dissatisfied,20,Yes,No,Yes,1
HP3576,685632000000.0,2025-10-22,IN_BOUND,Yes,Yes,Dissatisfied,40,Yes,No,Yes,1
YZ0902,592748000000.0,2024-12-20,OUT_BOUND,No,Yes,Satisfied,60,No,No,Yes,1
HO4046,684787000000.0,2025-10-10,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
JH7467,689009000000.0,2025-12-03,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
QB7702,596485000000.0,2025-02-20,OUT_BOUND,No,No,Satisfied,90,No,No,Yes,1
TF2648,684417000000.0,2025-10-07,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
IK3675,596485000000.0,2025-02-19,IN_BOUND,No,No,Neutral,90,No,No,Yes,1
NK8665,681917000000.0,2025-09-03,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
KA4013,652192000000.0,2025-06-17,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
OO6114,688585000000.0,2025-11-26,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
TR7400,687159000000.0,2025-11-10,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
EN7318,597237000000.0,2025-03-03,OUT_BOUND,No,No,Satisfied,90,No,No,Yes,1
LJ2712,688015000000.0,2025-11-20,OUT_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
CG9408,679323000000.0,2025-07-29,OUT_BOUND,No,Yes,Dissatisfied,0,No,No,Yes,1
OJ4198,686970000000.0,2025-11-06,IN_BOUND,No,No,Dissatisfied,20,No,No,Yes,1
DR1326,685631000000.0,2025-10-21,OUT_BOUND,No,Yes,Neutral,75,No,No,Yes,1
WI5321,684787000000.0,2025-10-10,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
YA8829,688242000000.0,2025-11-21,OUT_BOUND,No,Yes,Dissatisfied,50,No,No,Yes,1
BZ0132,596778000000.0,2025-02-25,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
EM6063,623634000000.0,2025-04-09,OUT_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
GU0456,686278000000.0,2025-10-30,IN_BOUND,No,No,Neutral,70,Yes,No,Yes,1
KE4880,690847000000.0,2025-12-24,OUT_BOUND,Yes,No,Dissatisfied,20,Yes,No,Yes,1
AU0893,622105000000.0,2025-03-17,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
BU7197,685920000000.0,2025-10-27,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
VD6338,590438000000.0,2024-11-13,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
HA0032,689200000000.0,2025-12-05,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
UX9020,650976000000.0,2025-05-29,OUT_BOUND,No,Yes,Neutral,65,No,No,Yes,1
LV1017,685631000000.0,2025-10-21,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
MH1588,591634000000.0,2024-12-03,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
HS2554,591369000000.0,2024-11-28,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
WF6391,623026000000.0,2025-03-31,OUT_BOUND,No,No,Satisfied,90,No,No,Yes,1
OQ1477,623305000000.0,2025-04-04,IN_BOUND,No,No,Neutral,50,No,No,Yes,1
BS1648,683450000000.0,2025-09-26,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
YR7819,565090000000.0,2024-10-22,OUT_BOUND,No,Yes,Satisfied,90,No,No,Yes,1
NR2984,676790000000.0,2025-06-24,IN_BOUND,No,Yes,Satisfied,100,No,No,Yes,1
RP6717,594294000000.0,2025-01-17,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
XV9438,591514000000.0,2024-12-02,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
CX7258,590248000000.0,2024-11-11,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
DI3117,687353000000.0,2025-11-12,IN_BOUND,No,Yes,Satisfied,90,No,No,Yes,1
HW9706,594581000000.0,2025-01-22,IN_BOUND,No,No,Neutral,60,Yes,No,Yes,1
SQ8474,565090000000.0,2024-10-22,OUT_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
TO5001,624067000000.0,2025-04-15,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
AK8373,592448000000.0,2024-12-16,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
NL0618,591234000000.0,2024-11-26,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
QW0654,689200000000.0,2025-12-05,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
UX8038,589779000000.0,2024-11-04,OUT_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
LP6892,590559000000.0,2024-11-15,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
AJ3796,687861000000.0,2025-11-17,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
PM8589,565434000000.0,2024-10-29,OUT_BOUND,No,No,Neutral,60,No,No,Yes,1
RD0381,682639000000.0,2025-09-12,IN_BOUND,Yes,No,Dissatisfied,40,Yes,No,Yes,1
CF3439,685774000000.0,2025-10-24,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
ST0735,681583000000.0,2025-08-29,IN_BOUND,Yes,No,Satisfied,90,Yes,No,Yes,1
ZU4374,590066000000.0,2024-11-08,IN_BOUND,Yes,Yes,Dissatisfied,60,No,No,Yes,1
UI1987,623174000000.0,2025-04-01,IN_BOUND,No,Yes,Dissatisfied,80,No,No,Yes,1
CQ5434,685125000000.0,2025-10-16,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
KB6374,595603000000.0,2025-02-05,IN_BOUND,No,Yes,Dissatisfied,80,No,No,Yes,1
OT8301,565228000000.0,2024-10-24,IN_BOUND,No,Yes,Dissatisfied,30,Yes,No,Yes,1
AW1719,688704000000.0,2025-11-27,IN_BOUND,No,No,Dissatisfied,60,Yes,No,Yes,1
UO6173,591633000000.0,2024-12-03,IN_BOUND,No,No,Dissatisfied,60,No,No,Yes,1
PP0908,684084000000.0,2025-10-02,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
YD0959,685632000000.0,2025-10-22,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
LN4581,691673000000.0,2026-01-06,IN_BOUND,No,No,Dissatisfied,80,No,No,Yes,1
BX0353,677234000000.0,2025-07-01,IN_BOUND,Yes,Yes,Dissatisfied,40,No,No,Yes,1
QB9738,689923000000.0,2025-12-12,IN_BOUND,Yes,No,Dissatisfied,80,No,No,Yes,1
YP8520,594580000000.0,2025-01-21,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
SV1401,622557000000.0,2025-03-24,IN_BOUND,No,No,Dissatisfied,40,Yes,No,Yes,1
DY2999,691673000000.0,2026-01-06,OUT_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
BJ0113,623776000000.0,2025-04-11,IN_BOUND,Yes,No,Dissatisfied,40,Yes,No,Yes,1
YZ1470,688704000000.0,2025-11-28,IN_BOUND,No,Yes,Dissatisfied,60,No,No,Yes,1
JD1464,685125000000.0,2025-10-16,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
OW8799,591086000000.0,2024-11-22,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
FN7333,590738000000.0,2024-11-20,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
AB2056,621825000000.0,2025-03-13,IN_BOUND,Yes,No,Satisfied,80,No,No,Yes,1
DQ0597,690298000000.0,2025-12-18,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
UA0162,690297000000.0,2025-12-17,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
CP3301,679458000000.0,2025-07-31,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
CK5808,595465000000.0,2025-02-04,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
CY2771,624978000000.0,2025-04-29,IN_BOUND,No,No,Neutral,60,Yes,No,Yes,1
GQ0306,690298000000.0,2025-12-18,IN_BOUND,No,Yes,Neutral,70,No,No,Yes,1
QT2889,593697000000.0,2025-01-08,IN_BOUND,No,Yes,Satisfied,80,No,No,Yes,1
UI4613,650533000000.0,2025-05-23,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
RB5315,626244000000.0,2025-05-19,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
PZ5311,596486000000.0,2025-02-21,OUT_BOUND,No,No,Neutral,60,Yes,No,Yes,1
UI3991,684085000000.0,2025-10-02,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
VY5505,591634000000.0,2024-12-03,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
FW0863,591235000000.0,2024-11-27,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
JB8204,682012000000.0,2025-09-04,OUT_BOUND,No,No,Neutral,50,No,No,Yes,1
LV0222,689354000000.0,2025-12-08,IN_BOUND,No,No,Satisfied,50,No,No,Yes,1
IY7893,621700000000.0,2025-03-11,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
DB3207,592072000000.0,2024-12-10,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
AV8034,685125000000.0,2025-10-15,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
DI5162,682828000000.0,2025-09-15,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
KT7362,679956000000.0,2025-08-07,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
IR3292,689200000000.0,2025-12-05,OUT_BOUND,Yes,No,Neutral,80,Yes,Yes,Yes,1
HR8951,678400000000.0,2025-07-16,IN_BOUND,No,No,Dissatisfied,80,No,No,Yes,1
QB6598,688586000000.0,2025-11-27,IN_BOUND,No,No,Dissatisfied,60,Yes,No,Yes,1
QG2519,624671000000.0,2025-04-25,IN_BOUND,No,Yes,Neutral,60,No,No,Yes,1
OV6849,596364000000.0,2025-02-19,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
QE0531,565091000000.0,2024-10-23,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
IU0344,689553000000.0,2025-12-09,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
DI9212,592601000000.0,2024-12-18,IN_BOUND,No,Yes,Dissatisfied,0,No,No,Yes,1
RM4204,565090000000.0,2024-10-22,IN_BOUND,No,Yes,Dissatisfied,20,No,No,Yes,1
IK3500,686277000000.0,2025-10-29,IN_BOUND,No,No,Neutral,50,No,No,Yes,1
CT9018,686481000000.0,2025-10-31,IN_BOUND,No,No,Dissatisfied,30,No,No,Yes,1
UZ8888,685241000000.0,2025-10-17,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
LV4562,677090000000.0,2025-06-30,OUT_BOUND,No,No,Satisfied,90,No,Yes,Yes,1
JF4908,565229000000.0,2024-10-25,IN_BOUND,No,No,Neutral,60,No,No,Yes,1
DU8610,685631000000.0,2025-10-21,IN_BOUND,No,No,Neutral,70,No,No,Yes,1
AA7157,685774000000.0,2025-10-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,Yes,1
IW3230,622725000000.0,2025-03-26,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
NH9940,689552000000.0,2025-12-09,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
DF8220,596485000000.0,2025-02-19,IN_BOUND,No,No,Satisfied,80,No,No,Yes,1
YL1064,686278000000.0,2025-10-30,IN_BOUND,No,Yes,Neutral,80,No,No,Yes,1
IY1878,650830000000.0,2025-05-28,IN_BOUND,No,No,Neutral,80,Yes,No,Yes,1
LJ3323,650830000000.0,2025-05-28,IN_BOUND,Yes,No,Satisfied,60,Yes,No,Yes,1
SP4837,590736000000.0,2024-11-18,IN_BOUND,No,No,Satisfied,60,No,No,Yes,1
GR5002,687553000000.0,2025-11-14,IN_BOUND,No,No,Satisfied,90,No,No,Yes,1
KD3281,594703000000.0,2025-01-23,IN_BOUND,Yes,Yes,Dissatisfied,20,Yes,No,Yes,1
TX7244,597237000000.0,2025-03-03,IN_BOUND,Yes,No,Dissatisfied,60,Yes,No,Yes,1
VZ7216,690632000000.0,2025-12-22,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
VI0974,596779000000.0,2025-02-25,IN_BOUND,No,No,Dissatisfied,20,Yes,No,Yes,1
YK0850,595927000000.0,2025-02-12,IN_BOUND,No,Yes,Dissatisfied,20,Yes,No,Yes,1
WY4581,594294000000.0,2025-01-17,IN_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
VD6338,590915000000.0,2024-11-21,IN_BOUND,No,Yes,Dissatisfied,40,No,No,Yes,1
GU1796,689718000000.0,2025-12-11,IN_BOUND,No,No,Dissatisfied,60,Yes,No,Yes,1
HO4046,676349000000.0,2025-06-17,IN_BOUND,No,No,Dissatisfied,40,No,No,Yes,1
KO7119,591917000000.0,2024-12-09,IN_BOUND,Yes,No,Dissatisfied,20,Yes,No,Yes,1
GG9386,621699000000.0,2025-03-10,IN_BOUND,Yes,Yes,Dissatisfied,20,Yes,No,Yes,1
UC4114,688242000000.0,2025-11-21,IN_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
ZV3775,689008000000.0,2025-12-02,IN_BOUND,Yes,No,Dissatisfied,60,Yes,No,Yes,1
VU9662,650976000000.0,2025-05-29,IN_BOUND,No,Yes,Dissatisfied,30,No,No,Yes,1
EB9460,683926000000.0,2025-10-01,IN_BOUND,No,Yes,Dissatisfied,40,Yes,No,Yes,1
GB1273,688585000000.0,2025-11-25,OUT_BOUND,No,No,Neutral,80,No,No,Yes,1
JF7573,590248000000.0,2024-11-11,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
EL6305,678204000000.0,2025-07-15,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
OJ4242,597238000000.0,2025-03-04,IN_BOUND,No,Yes,Neutral,70,No,No,Yes,1
JO8372,593825000000.0,2025-01-10,IN_BOUND,No,No,Neutral,80,No,No,Yes,1
