Co_Ref,crm_customer_payment_intention,crm_contractor_suggested_leave,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_agent_chase_count,crm_financial_hardship_mentioned,crm_delays_in_accreditation,crm_membership_overdue
ED0224,No,No,No,Yes,No,0,No,No,No
PM5319,No,No,No,Yes,No,0,No,No,No
NK7928,No,No,No,Yes,No,0,No,No,Yes
JF3930,Yes,No,No,Yes,No,2,No,No,No
MD5948,No,No,No,Yes,No,0,No,No,No
VM1329,No,No,No,Yes,No,1,No,No,No
BL3519,No,No,No,Yes,No,0,No,No,No
HR4437,No,No,No,Yes,No,0,No,No,No
IM5070,No,No,No,Yes,No,0,No,No,No
MZ5670,No,Yes,No,Yes,No,0,No,No,No
UH4045,No,No,No,Yes,No,0,No,No,No
ZX3246,No,No,No,Yes,No,0,No,No,No
DF8220,No,No,No,Yes,No,0,No,No,No
QN9468,No,No,No,Yes,No,2,No,No,No
PK5803,No,No,No,Yes,No,1,No,No,No
YW0400,No,No,No,Yes,No,1,No,No,No
PD2948,No,No,No,Yes,Yes,1,No,No,Yes
AY4072,No,No,No,Yes,Yes,2,No,No,No
UH5965,No,No,No,Yes,Yes,0,No,No,No
XJ3560,No,No,No,Yes,Yes,0,No,No,Yes
ZF4332,No,No,No,Yes,Yes,0,No,No,No
ON1659,No,No,No,Yes,Yes,0,No,No,No
BP4861,Yes,No,No,Yes,Yes,0,No,No,No
HI3679,No,No,No,Yes,Yes,0,No,No,No
IX0997,No,No,No,Yes,Yes,1,No,No,Yes
OX3352,No,No,No,Yes,Yes,0,No,No,Yes
XH7461,No,No,No,Yes,Yes,0,No,No,No
ZA3659,Yes,No,No,Yes,Yes,0,No,No,No
SN6310,No,No,No,Yes,Yes,0,No,No,Yes
YF7787,No,No,No,Yes,Yes,0,No,No,Yes
DZ5398,No,No,No,Yes,Yes,2,No,No,No
KE4849,No,No,No,Yes,Yes,0,No,No,Yes
OA1271,No,No,No,Yes,Yes,0,No,No,No
TU0150,No,No,No,Yes,Yes,0,No,No,Yes
DW5536,No,No,No,Yes,Yes,0,No,No,Yes
ER8643,No,No,No,Yes,Yes,0,No,No,Yes
LB7488,Yes,No,No,Yes,Yes,0,No,No,No
VE9460,No,No,No,Yes,Yes,0,No,No,Yes
HS7467,No,No,No,Yes,Yes,0,No,No,No
IF0924,No,No,No,Yes,Yes,0,No,No,No
JV3638,No,No,No,Yes,Yes,1,No,No,Yes
OC7661,Yes,No,No,Yes,Yes,1,No,No,No
TL7470,Yes,No,No,Yes,Yes,0,No,No,Yes
WC0532,Yes,No,No,Yes,Yes,0,No,No,Yes
IM3686,No,No,No,Yes,No,0,No,No,No
RA1794,Yes,No,No,Yes,No,1,No,No,No
FX6199,Yes,No,No,Yes,No,1,No,No,No
ZG9384,Yes,No,No,Yes,No,0,No,No,Yes
JG2773,No,No,No,Yes,No,1,No,No,No
MV9175,Yes,No,No,Yes,No,0,No,No,Yes
SP7581,Yes,No,No,Yes,No,0,No,No,Yes
FX6159,Yes,No,No,Yes,No,2,No,No,No
QH9143,Yes,No,No,Yes,No,0,No,No,Yes
VW3420,No,No,No,Yes,No,0,No,No,No
CK4870,No,No,No,Yes,No,0,No,No,No
DH9178,No,No,No,Yes,No,0,No,No,No
DR6106,Yes,No,No,Yes,No,0,No,No,No
WO0157,Yes,No,No,Yes,No,0,No,No,Yes
BU0788,No,No,No,Yes,No,0,No,No,No
ED5845,Yes,No,No,Yes,No,0,No,No,No
FE8889,No,No,No,Yes,No,0,No,No,No
NO4400,No,No,No,Yes,No,1,No,No,No
SP0661,Yes,No,No,Yes,No,0,No,No,No
GH6372,Yes,No,No,Yes,No,1,No,No,Yes
MA3878,No,No,No,Yes,No,0,No,No,No
PX7904,No,No,No,Yes,No,1,No,No,Yes
FU7584,No,No,No,Yes,Yes,1,No,No,No
MT0628,Yes,No,No,Yes,No,1,No,No,No
AT1102,No,No,No,Yes,Yes,1,No,No,No
HS7369,No,No,No,Yes,Yes,1,No,No,No
LY8407,Yes,No,No,Yes,Yes,2,No,No,Yes
GB6895,No,No,No,Yes,No,1,No,No,No
HG7200,Yes,No,No,Yes,No,2,No,No,No
KC1659,Yes,No,No,Yes,No,3,No,No,No
SB0136,Yes,No,No,Yes,No,1,No,No,No
CZ3032,No,No,No,Yes,Yes,1,No,No,No
RR1631,No,Yes,No,Yes,No,0,No,No,No
HW9876,No,Yes,No,Yes,No,0,No,No,No
GA1250,No,Yes,No,Yes,No,0,No,No,No
MP9053,No,No,No,Yes,No,0,No,No,No
ZS5249,No,Yes,No,Yes,No,0,No,No,No
MK9010,No,No,No,Yes,No,1,No,No,No
FR8668,No,Yes,No,Yes,No,0,No,No,No
VC2215,No,Yes,No,Yes,No,0,No,No,No
SK6467,No,No,No,Yes,Yes,0,No,No,No
AF7944,No,No,No,Yes,No,0,No,No,No
IL4471,No,No,No,Yes,Yes,2,No,No,No
LX2301,Yes,No,No,Yes,No,2,No,No,No
QC8243,No,No,No,Yes,No,2,No,No,No
RJ0369,No,No,No,Yes,No,0,No,No,No
UX3107,No,No,No,Yes,No,2,No,No,No
ET3816,No,No,No,Yes,No,2,No,No,No
TE8489,No,No,No,Yes,No,0,No,No,No
KH5844,No,No,No,Yes,Yes,0,No,No,No
XB0214,No,No,No,Yes,No,1,No,No,No
EZ0343,Yes,No,No,Yes,No,0,Yes,No,No
OK1018,No,No,No,Yes,No,2,Yes,No,No
OS2255,No,No,No,Yes,No,0,Yes,No,No
LJ3922,Yes,No,No,Yes,No,0,No,No,No
MI8497,No,No,No,Yes,No,0,No,No,No
SK3612,Yes,No,No,Yes,No,0,No,No,No
XS2250,Yes,No,No,Yes,No,0,No,No,No
ID9802,No,No,No,Yes,No,0,Yes,No,Yes
VA1964,Yes,No,No,Yes,Yes,0,No,No,No
LO4219,Yes,No,No,Yes,No,1,Yes,Yes,No
DI2055,Yes,No,No,Yes,No,1,No,Yes,Yes
EE0928,No,No,No,Yes,No,0,Yes,Yes,Yes
CS3669,No,No,No,Yes,No,1,No,Yes,No
CS2804,No,No,No,Yes,No,0,No,Yes,Yes
QS4294,No,No,No,Yes,Yes,2,No,Yes,Yes
PW5622,No,No,No,Yes,Yes,0,No,No,Yes
BD5855,Yes,No,No,Yes,No,2,No,No,No
MW5186,No,No,No,Yes,Yes,0,No,No,No
IU6858,No,No,No,Yes,No,0,No,No,No
LJ3323,No,No,No,Yes,Yes,1,No,No,No
AY4631,No,No,No,Yes,No,1,No,No,No
RM4529,No,No,No,Yes,Yes,0,Yes,No,No
MX6277,No,No,No,Yes,No,0,No,Yes,No
CP1467,Yes,No,No,Yes,No,1,No,Yes,No
RX2655,No,No,No,Yes,No,3,No,Yes,No
NE9154,Yes,No,No,Yes,Not Discussed,1,No,Yes,No
IB2121,No,No,No,Yes,No,0,No,Yes,No
BC9880,Yes,No,No,Yes,Not Discussed,1,No,Yes,No
ZL7423,Yes,No,No,Yes,No,1,No,Yes,No
NT7618,No,No,No,Yes,Yes,2,No,Yes,No
DM8263,No,No,No,Yes,Yes,1,No,Yes,No
JL2721,No,No,No,Yes,Yes,1,No,Yes,Yes
AG2468,No,No,No,Yes,No,1,No,Yes,No
QB2122,No,No,No,Yes,No,2,No,Yes,No
XW1714,No,No,No,Yes,No,0,No,Yes,No
IP2301,No,No,No,Yes,No,1,No,Yes,No
KE7407,Yes,No,No,Yes,Yes,1,No,Yes,No
AF2900,Yes,No,No,Yes,Yes,0,No,Yes,No
XW3166,No,No,No,Yes,Yes,2,No,Yes,No
RM4713,No,No,No,Yes,Yes,2,No,Yes,No
TP4096,No,No,No,Yes,Yes,1,No,Yes,No
PM1759,No,No,No,Yes,Yes,1,No,Yes,No
BQ0374,Yes,No,No,Yes,Yes,2,No,Yes,Yes
QE6745,No,No,No,Yes,Yes,1,No,Yes,Yes
FG2760,No,No,No,Yes,Yes,2,No,Yes,Yes
PR4817,No,No,No,Yes,Yes,1,No,Yes,Yes
PT4802,No,No,No,Yes,Yes,1,No,Yes,Yes
HE3350,No,No,No,Yes,Yes,1,No,Yes,Yes
WX1979,No,No,No,Yes,Yes,0,No,Yes,No
VN5928,No,No,No,Yes,Yes,1,Yes,Yes,No
HI6540,No,No,No,Yes,Yes,2,Yes,Yes,No
LL1832,No,No,No,Yes,Yes,1,No,Yes,No
UT3622,No,No,No,Yes,Yes,2,No,Yes,Yes
NH7671,No,No,No,Yes,Yes,2,No,Yes,Yes
OW9516,No,No,No,Yes,Yes,2,Yes,Yes,Yes
EC8914,Yes,No,No,Yes,Yes,1,No,Yes,No
PS0553,No,No,No,Yes,Yes,0,No,Yes,No
EX6455,No,No,No,Yes,Yes,1,No,Yes,No
IK7301,No,No,No,Yes,Yes,2,No,Yes,No
LA7150,Yes,No,No,Yes,Yes,3,No,Yes,No
EW8488,No,No,No,Yes,Yes,0,No,Yes,No
SQ7726,Yes,No,No,Yes,Yes,1,No,Yes,No
WS5681,No,No,No,Yes,Yes,0,No,Yes,No
IX3989,No,No,No,Yes,Yes,0,No,Yes,No
LH0963,Yes,No,No,Yes,Yes,1,Yes,Yes,No
JN5290,No,No,No,Yes,Yes,1,No,Yes,No
NJ5844,No,No,No,Yes,Yes,1,No,Yes,No
KY6012,No,No,No,Yes,Yes,2,No,Yes,Yes
EF0690,Yes,No,No,Yes,Yes,0,No,Yes,Yes
TD6564,No,No,No,Yes,Yes,1,No,Yes,No
OS4239,No,No,No,Yes,Yes,0,No,Yes,No
EZ9433,Yes,No,No,Yes,Yes,1,No,No,No
PE0260,No,No,No,Yes,Yes,1,No,No,No
UI2229,Yes,No,No,Yes,Yes,0,No,No,No
DE3222,Yes,No,No,Yes,Yes,2,No,No,No
AH7592,Yes,No,No,Yes,Yes,0,No,No,No
EK8023,No,No,No,Yes,Yes,1,No,No,No
AX4200,No,No,No,Yes,Yes,0,No,No,No
NX9703,No,No,No,Yes,Yes,0,No,No,No
NV9207,Yes,No,No,Yes,Yes,0,No,No,Yes
WO3367,No,No,No,Yes,Yes,2,No,No,Yes
VP8872,No,No,No,Yes,Yes,0,No,No,Yes
MJ3906,Yes,No,No,Yes,Yes,0,No,No,No
TV4964,No,No,No,Yes,Yes,0,No,No,No
IO2213,No,No,No,Yes,Yes,0,Yes,No,Yes
GO4291,No,No,No,Yes,Yes,0,No,No,Yes
NZ5358,No,No,No,Yes,Yes,1,No,No,No
QF0841,Yes,No,No,Yes,Yes,2,No,Yes,No
FY5719,Yes,No,No,Yes,No,0,No,No,Yes
KO3910,No,No,No,Yes,No,1,No,No,No
LV8423,Yes,No,No,Yes,No,0,No,No,No
ZB3088,No,No,No,Yes,No,0,No,No,No
YS5081,No,No,No,Yes,No,0,No,Yes,No
JM9216,No,No,No,Yes,No,0,No,Yes,No
OP1248,No,No,No,Yes,No,2,No,Yes,No
AI3756,Yes,No,No,Yes,No,1,No,Yes,Yes
LG2704,Yes,No,No,Yes,No,2,Yes,Yes,Yes
XO3220,No,No,No,Yes,No,0,Yes,Yes,Yes
BS0340,No,No,No,Yes,No,4,No,Yes,Yes
LP7959,No,No,No,Yes,No,0,No,No,No
PR5428,Yes,No,No,Yes,No,2,No,No,Yes
YU9325,Yes,No,No,Yes,No,0,No,No,Yes
WM5646,Yes,No,No,Yes,No,1,No,No,Yes
OZ7745,Yes,No,No,Yes,No,1,No,No,No
IW6883,No,No,No,Yes,No,0,No,Yes,No
HO1287,No,No,No,Yes,No,2,Yes,Yes,No
BF7760,No,No,No,Yes,No,0,Yes,No,No
FD6265,No,No,No,Yes,No,1,Yes,No,No
JT4809,No,No,No,Yes,No,0,No,Yes,No
CA2380,No,No,No,Yes,Not Discussed,0,Yes,Yes,No
VE1481,Yes,No,No,Yes,No,0,No,No,No
KI5616,No,No,No,Yes,No,0,No,No,No
QE3515,Yes,No,No,Yes,No,1,No,No,No
LG8812,No,No,No,Yes,No,0,No,No,No
WY6340,No,No,No,Yes,No,0,No,No,No
GD1979,No,No,No,Yes,No,1,No,No,Yes
HU5870,Yes,No,No,Yes,No,2,No,No,Yes
BM6436,Yes,No,No,Yes,No,1,No,No,Yes
QQ4333,Yes,No,No,Yes,No,3,No,No,Yes
HF3374,Yes,No,No,Yes,No,0,No,No,Yes
WR3444,No,No,No,Yes,No,0,No,No,Yes
QZ9524,Yes,No,No,Yes,No,1,No,No,No
SO0280,No,No,No,Yes,No,0,No,No,No
EF5849,No,No,No,Yes,No,0,No,No,No
NT1877,No,No,No,Yes,No,0,No,No,Yes
ZN4967,No,No,No,Yes,Yes,0,No,No,No
LF4950,Yes,No,No,Yes,Yes,1,No,No,Yes
CX6570,No,No,No,Yes,Yes,1,No,No,No
WC0771,No,No,No,Yes,Yes,1,No,No,No
ZF8482,Yes,No,No,Yes,Yes,3,No,No,No
CM0129,No,No,No,Yes,Yes,0,No,No,No
VP0653,Yes,No,No,Yes,Yes,0,No,No,No
CT7929,No,No,No,Yes,Yes,1,No,No,No
OM3602,Yes,No,No,Yes,Yes,0,No,No,Yes
FD8553,No,No,No,Yes,Yes,0,No,No,No
HF0520,No,No,No,Yes,Yes,0,No,No,No
PZ7033,Yes,No,No,Yes,No,2,Yes,No,Yes
YO4600,No,No,No,Yes,No,1,Yes,No,No
EX6866,No,No,No,Yes,Yes,1,No,No,Yes
BN4610,Yes,No,No,Yes,Yes,0,No,No,Yes
UR0516,Yes,No,No,Yes,No,0,No,No,Yes
LG4271,No,No,No,Yes,No,1,No,No,Yes
CS4076,Yes,No,No,Yes,No,1,No,No,Yes
KT8188,Yes,No,No,Yes,No,1,No,No,Yes
WS6069,Yes,No,No,Yes,Yes,0,No,No,No
GO0262,Yes,No,No,Yes,Yes,0,No,No,No
MH0354,No,No,No,Yes,Yes,0,No,No,No
CJ7773,No,No,No,Yes,Yes,2,No,No,No
ME1003,No,No,No,Yes,Yes,1,Yes,No,No
WD4972,No,No,No,Yes,Yes,0,Yes,No,No
BD5147,No,No,No,Yes,No,1,No,No,No
SV4427,No,No,No,Yes,No,1,Yes,No,No
PZ7626,Yes,No,No,Yes,No,0,No,No,No
PN5320,No,No,No,Yes,No,1,No,No,No
DI6269,No,No,No,Yes,No,1,No,No,No
SX0476,Yes,No,No,Yes,Not Discussed,0,No,No,No
WD8942,No,No,No,Yes,No,1,Yes,No,No
FF7569,No,No,No,Yes,No,0,Yes,No,No
PT6354,No,No,No,Yes,No,0,No,No,No
SJ3385,Yes,No,No,Yes,No,0,No,No,No
LB7657,No,No,No,Yes,No,1,No,No,No
IB6736,No,No,No,Yes,No,0,No,No,No
NZ8127,No,No,No,Yes,No,2,No,No,No
BG3418,No,No,No,Yes,No,1,No,No,No
RY4335,Yes,No,No,Yes,No,2,No,No,No
DI5162,Yes,No,No,Yes,No,0,No,No,No
VH1451,No,No,No,Yes,No,0,No,No,No
NM2049,No,No,No,Yes,Yes,0,No,No,No
VO2828,No,No,No,Yes,Yes,0,No,No,No
QJ7891,Yes,No,No,Yes,Yes,1,No,No,No
OH7495,No,No,No,Yes,Yes,1,No,No,No
YX2134,No,No,No,Yes,Yes,1,No,No,No
LL9307,No,No,No,Yes,Yes,1,No,No,No
BF0195,No,No,No,Yes,Yes,0,No,No,No
QI6658,Yes,No,No,Yes,Yes,0,No,No,No
QS0576,No,No,No,Yes,Yes,0,No,No,No
OE8742,Yes,No,No,Yes,No,0,Yes,No,No
YW9852,No,No,No,Yes,No,0,No,No,No
LN5148,Yes,No,No,Yes,No,0,No,No,No
YF9406,No,No,No,Yes,No,0,No,No,No
GI6884,No,No,No,Yes,Yes,0,No,No,No
HI1112,No,No,No,Yes,Yes,0,No,No,No
FZ1256,Yes,No,No,Yes,No,0,No,No,Yes
QU8745,Yes,No,No,Yes,No,0,No,No,Yes
FV3354,No,No,No,Yes,No,1,No,No,Yes
RB5128,Yes,No,No,Yes,No,0,No,No,Not Discussed
VZ2338,Yes,No,No,Yes,No,0,Yes,No,No
BC2099,Yes,No,No,Yes,No,0,Yes,Yes,No
SL0115,Yes,No,No,Yes,No,2,No,Yes,Yes
TB3063,No,No,No,Yes,No,1,No,Yes,Not Discussed
EK0752,No,No,No,Yes,No,0,Yes,Yes,No
CM3016,No,No,No,Yes,No,3,No,Yes,No
ZU6225,Yes,No,No,Yes,No,0,Yes,Yes,No
XQ8398,No,No,No,Yes,Yes,0,No,Yes,Yes
QN8827,No,No,No,Yes,No,1,Yes,Yes,No
LZ3771,No,No,No,Yes,No,1,No,Yes,No
MH3941,No,No,No,Yes,No,1,No,Yes,No
KL2024,No,No,No,Yes,Yes,0,No,Yes,No
PK4551,No,No,No,Yes,Yes,2,No,Yes,No
WY2058,No,No,No,Yes,Yes,0,No,Yes,No
HS5340,Yes,No,No,Yes,Yes,2,No,Yes,No
VB4419,Yes,No,No,Yes,Yes,2,No,Yes,No
MG2413,Yes,No,No,Yes,Yes,2,No,Yes,No
HW5386,Yes,No,No,Yes,Yes,1,No,Yes,Yes
HW0210,No,No,No,Yes,Yes,1,No,Yes,Yes
OR9565,No,No,No,Yes,Yes,0,No,Yes,No
GX7041,Yes,No,No,Yes,Yes,0,No,Yes,No
ZX5619,Yes,No,No,Yes,Yes,3,No,Yes,No
VK6094,No,No,No,Yes,Yes,2,Yes,Yes,Yes
DL5878,No,No,No,Yes,No,0,Yes,Yes,No
QZ9187,Yes,No,No,Yes,No,0,No,Yes,No
FT8673,No,No,No,Yes,No,2,No,Yes,No
HT3787,No,No,No,Yes,No,1,No,Yes,No
IS1630,No,No,No,Yes,No,2,No,Yes,No
IM8349,No,No,No,Yes,No,0,No,Yes,No
GI0813,No,No,No,Yes,No,1,No,Yes,No
DS3972,No,No,No,Yes,No,1,No,Yes,No
IH6975,No,No,No,Yes,No,0,No,Yes,No
JQ5304,Yes,No,No,Yes,No,2,No,Yes,Yes
WB2751,No,No,No,Yes,No,1,Yes,Yes,Yes
EL4896,No,No,No,Yes,No,1,Yes,Yes,No
ED7485,Yes,No,No,Yes,No,0,Yes,Yes,No
QF2293,No,No,No,Yes,No,1,Yes,Yes,No
GC1378,No,No,No,Yes,No,1,Yes,Yes,No
NR0799,No,No,No,Yes,No,1,Yes,Yes,No
ER9108,No,No,No,Yes,No,2,Yes,Yes,No
AV7163,No,No,No,Yes,No,0,Yes,Yes,No
RC8604,No,No,No,Yes,No,1,Yes,Yes,No
EY3985,No,No,No,Yes,No,2,No,Yes,No
PE6445,No,No,No,Yes,No,2,Yes,Yes,Yes
XD3179,No,No,No,Yes,No,1,No,Yes,No
FK5435,No,No,No,Yes,No,1,No,Yes,No
CX3525,No,No,No,Yes,No,2,No,Yes,No
ZM3893,No,No,No,Yes,No,1,No,Yes,No
IR3801,No,No,No,Yes,No,2,No,Yes,No
MZ7664,Yes,No,No,Yes,No,1,No,Yes,No
ST8048,Yes,No,No,Yes,No,2,No,Yes,Yes
CB5654,No,No,No,Yes,No,2,No,Yes,Yes
VX3517,Yes,No,No,Yes,No,2,No,Yes,Yes
LH8542,Yes,No,No,Yes,No,1,No,Yes,Yes
PQ2564,No,No,No,Yes,No,2,No,Yes,Yes
ZU5962,No,No,No,Yes,No,1,No,Yes,Yes
IN5503,No,No,No,Yes,No,3,No,Yes,No
HO4752,No,No,No,Yes,No,0,No,Yes,No
UO6890,No,No,No,Yes,No,2,No,Yes,No
HD5702,No,No,No,Yes,No,0,No,Yes,No
GO6224,No,No,No,Yes,No,0,No,Yes,No
IJ3482,No,No,No,Yes,No,2,No,Yes,No
EL4715,Yes,No,No,Yes,No,1,No,Yes,No
GT6972,No,No,No,Yes,No,0,No,Yes,No
FN4273,Yes,No,No,Yes,No,2,No,Yes,No
IF7569,No,No,No,Yes,No,2,No,Yes,No
NU2640,No,No,No,Yes,No,2,No,Yes,No
CL5583,No,No,No,Yes,No,1,No,Yes,No
HC0241,No,No,No,Yes,No,3,No,Yes,No
QX7851,No,No,No,Yes,No,1,No,Yes,No
DX8252,Yes,No,No,Yes,No,1,No,Yes,No
IE5263,No,No,No,Yes,Yes,4,No,Yes,No
GF6525,Yes,No,No,Yes,Yes,2,No,Yes,No
BE6610,No,No,No,Yes,Yes,2,No,Yes,No
EJ9503,Yes,No,No,Yes,Yes,0,No,Yes,No
SP8059,No,No,No,Yes,Yes,1,No,Yes,No
PJ5823,No,No,No,Yes,Yes,1,No,Yes,No
CP1403,No,No,No,Yes,Yes,2,Yes,Yes,No
RN0588,No,No,No,Yes,Yes,1,No,Yes,Yes
PZ2244,Yes,No,No,Yes,Yes,2,No,Yes,Yes
CW7459,No,No,No,Yes,Yes,2,No,Yes,Yes
JD3863,No,No,No,Yes,Yes,0,Yes,Yes,Yes
WH8715,No,No,No,Yes,Yes,1,Yes,Yes,Yes
JA1952,Yes,No,No,Yes,Yes,0,No,Yes,Yes
EZ9894,No,No,No,Yes,Yes,3,No,Yes,Yes
BT2639,No,No,No,Yes,Yes,0,No,Yes,Yes
AX8161,No,No,No,Yes,Yes,1,No,Yes,Yes
BJ1434,No,No,No,Yes,Yes,1,No,Yes,Yes
MN6348,Yes,No,No,Yes,Yes,2,No,Yes,Yes
QG9719,Yes,No,No,Yes,Yes,1,No,Yes,Yes
NC2942,No,No,No,Yes,Yes,0,No,Yes,Yes
YI6458,No,No,No,Yes,Yes,1,No,Yes,No
GA0088,No,No,No,Yes,Yes,1,No,Yes,No
FF7115,No,No,No,Yes,Yes,1,Yes,Yes,No
EN0126,No,No,No,Yes,Yes,0,Yes,Yes,No
MY8012,No,No,No,Yes,Yes,1,Yes,Yes,No
DF4101,No,No,No,Yes,Yes,2,No,Yes,No
OX2145,No,No,No,Yes,Yes,3,No,Yes,No
HR8951,No,No,No,Yes,Yes,2,No,Yes,No
HD2356,No,No,No,Yes,Yes,0,No,Yes,No
DV7435,Yes,No,No,Yes,Yes,0,No,Yes,No
OC4646,No,No,No,Yes,Yes,2,No,Yes,No
OG3411,Yes,No,No,Yes,Yes,1,No,Yes,No
DU7521,No,No,No,Yes,Yes,0,No,Yes,No
OW0780,No,No,No,Yes,Yes,0,No,Yes,No
BU9425,No,No,No,Yes,Yes,1,No,Yes,No
MZ6837,No,No,No,Yes,Yes,0,No,Yes,No
RL0078,No,No,No,Yes,Yes,2,No,Yes,No
FB2789,No,No,No,Yes,Yes,1,No,Yes,No
KE8596,No,No,No,Yes,Yes,1,No,Yes,No
RT2700,No,No,No,Yes,Yes,0,No,Yes,No
GY1719,No,No,No,Yes,Yes,2,No,Yes,No
MF8965,No,No,No,Yes,Yes,2,No,Yes,No
UB8132,No,No,No,Yes,Yes,2,No,Yes,No
OI2637,No,No,No,Yes,Yes,2,No,Yes,No
MM4216,No,No,No,Yes,Yes,1,No,Yes,No
QA5628,No,No,No,Yes,Yes,3,No,Yes,No
RK6488,No,No,No,Yes,Yes,2,No,Yes,No
KQ5203,No,No,No,Yes,Yes,2,No,Yes,No
LM6305,No,No,No,Yes,Yes,1,No,Yes,No
RA6949,No,No,Yes,Yes,Yes,0,No,No,No
RI9093,No,No,Yes,Yes,Yes,0,No,No,No
GW5736,No,No,Yes,Yes,Yes,0,No,No,No
SV1356,No,No,Yes,Yes,Yes,0,No,No,No
MD8971,No,No,Yes,Yes,Yes,0,No,No,No
XU2826,No,No,Yes,Yes,Yes,0,No,No,No
EM0350,No,No,Yes,Yes,Yes,0,No,No,No
SV9807,No,No,Yes,Yes,Yes,0,No,No,No
KO0958,No,No,Yes,Yes,Yes,2,No,No,No
ZS3708,No,No,Yes,Yes,Yes,2,No,Yes,No
AI3573,No,No,Yes,Yes,Yes,0,No,No,No
SI8271,No,No,Yes,Yes,Yes,0,No,Yes,No
CS5422,No,No,Yes,Yes,Yes,0,No,No,No
LQ5900,No,No,Yes,Yes,Yes,4,No,No,No
UN0536,No,No,Yes,Yes,Yes,0,No,No,No
NB3667,No,No,Yes,Yes,Yes,0,No,No,No
TC6317,No,No,Yes,Yes,Yes,1,No,No,No
IM7934,No,No,Yes,Yes,Yes,1,No,Yes,No
JU2701,No,No,Yes,Yes,Yes,0,No,No,No
CR6189,No,No,Yes,Yes,Yes,3,No,Yes,No
VN0291,No,No,Yes,Yes,Yes,19,No,Yes,No
CY0623,No,No,Yes,Yes,Yes,2,No,No,Yes
PK7180,No,No,Yes,Yes,Yes,1,No,No,Yes
CP5260,No,No,Yes,Yes,Yes,0,No,No,No
JK2908,No,No,Yes,Yes,Yes,0,No,No,No
FB1625,Yes,No,Yes,Yes,Yes,1,No,No,No
NR7975,Yes,No,Yes,Yes,Yes,1,No,No,No
FM2282,Yes,No,Yes,Yes,Yes,2,No,Yes,No
AD7727,No,No,Yes,Yes,Yes,2,No,Yes,No
DD4640,No,No,Yes,Yes,Yes,1,No,Yes,No
XS6443,Yes,No,Yes,Yes,Yes,1,No,Yes,No
TO3751,No,No,Yes,Yes,Yes,1,No,Yes,No
OR7701,Yes,No,Yes,Yes,Yes,1,No,Yes,No
GC3596,No,No,Yes,Yes,Yes,1,No,Yes,No
SV1274,No,No,Yes,Yes,Yes,0,No,Yes,No
MD3233,No,No,Yes,Yes,Yes,1,No,Yes,No
ZV0300,No,No,Yes,Yes,Yes,1,No,Yes,No
KU3010,Yes,No,Yes,Yes,Yes,1,No,Yes,No
RN6217,Yes,No,Yes,Yes,Yes,3,No,Yes,No
RI2388,Yes,No,Yes,Yes,Yes,1,No,Yes,Yes
OG0649,No,No,Yes,Yes,Yes,1,No,Yes,Yes
QC7979,No,No,Yes,Yes,Yes,2,No,Yes,Yes
VM5399,No,No,Yes,Yes,Yes,1,No,Yes,Yes
RA0403,No,No,Yes,Yes,Yes,2,No,Yes,Yes
IR0158,Yes,No,Yes,Yes,Yes,1,No,Yes,Yes
MX0439,No,No,Yes,Yes,Yes,3,No,Yes,Yes
PZ5590,Yes,No,Yes,Yes,Yes,2,No,Yes,Yes
DW5106,Yes,No,Yes,Yes,Yes,2,No,Yes,Yes
HK2516,No,No,Yes,Yes,Yes,0,No,Yes,Yes
TQ4146,No,No,Yes,Yes,Yes,2,Yes,Yes,Yes
RU9438,Yes,No,Yes,Yes,Yes,5,Yes,Yes,Yes
IO2567,No,No,Yes,Yes,Yes,0,No,Yes,No
VQ0471,No,No,Yes,Yes,Yes,2,Yes,Yes,No
PN0111,No,No,Yes,Yes,Yes,0,Yes,Yes,No
PH6721,No,No,Yes,Yes,Yes,2,Yes,Yes,No
OT7729,Yes,No,Yes,Yes,Yes,2,Yes,Yes,No
KF6458,Yes,No,Yes,Yes,Yes,2,Yes,Yes,No
IA9899,No,No,Yes,Yes,Yes,0,No,Yes,No
AK7287,No,No,Yes,Yes,Yes,2,No,Yes,No
EM8692,No,No,Yes,Yes,Yes,1,No,Yes,No
FM8727,No,No,Yes,Yes,Yes,1,No,Yes,No
HN0256,Yes,No,Yes,Yes,Yes,2,No,Yes,No
WO1333,No,No,Yes,Yes,Yes,1,No,Yes,No
SS8173,No,No,Yes,Yes,Yes,1,No,Yes,No
UN1829,No,No,Yes,Yes,Yes,0,No,Yes,No
DJ2460,No,No,Yes,Yes,Yes,0,No,Yes,No
IK9216,Yes,No,Yes,Yes,Yes,1,No,Yes,No
CV2088,No,No,Yes,Yes,Yes,1,No,Yes,No
HF7690,No,No,Yes,Yes,Yes,1,No,Yes,No
TZ7190,No,No,Yes,Yes,Yes,1,No,Yes,No
PN3948,Yes,No,Yes,Yes,Yes,0,No,Yes,No
IL0408,No,No,Yes,Yes,Yes,0,No,Yes,No
WQ4568,No,No,Yes,Yes,Yes,0,No,Yes,No
VF3828,Yes,No,Yes,Yes,Yes,2,No,Yes,No
JT5470,No,No,Yes,Yes,Yes,0,No,Yes,No
CX9693,No,No,Yes,Yes,Yes,0,No,Yes,No
JX4660,No,No,Yes,Yes,Yes,1,No,Yes,No
IJ5612,Yes,No,Yes,Yes,Yes,1,No,Yes,No
